right_shoulderx,right_shouldery,right_shoulderz,right_elbowx,right_elbowy,right_elbowz,right_wristx,right_wristy,right_wristz,right_palmx,right_palmy,right_palmz,neckx,necky,neckz,headx,heady,headz,torsox,torsoy,torsoz,left_shoulderx,left_shouldery,left_shoulderz,left_elbowx,left_elbowy,left_elbowz,left_wristx,left_wristy,left_wristz,left_palmx,left_palmy,left_palmz
0.15590767320862864,-1.1945247598566655,0.5321361534479196,0.24337484933997885,-1.2221368262481345,0.27324661824601315,0.2116320929504264,-1.0321809560636988,0.39733853618917925,0.24124968387538728,-1.0304611248739879,0.4940243403326944,-0.04409232679137137,-1.1945247598566655,0.5321361534479196,-0.04409232679137137,-1.1945247598566655,0.6821361534479197,-0.04409232679137137,-1.1945247598566655,-0.06786384655208033,-0.24409232679137138,-1.1945247598566655,0.5321361534479196,-0.24409232679137138,-1.1945247598566655,0.23213615344791966,-0.24409232679137138,-1.1945247598566655,-0.06786384655208033,-0.24409232679137138,-1.1945247598566655,-0.16786384655208034
0.15108502973449509,-1.1963096516195124,0.5310024700447266,0.23281975343025688,-1.2035414430540348,0.26801330520762134,0.2066756992668287,-1.0239767464738423,0.4090178627982145,0.23746571374368122,-1.0174634629792938,0.5054551353142565,-0.048914970265504926,-1.1963096516195124,0.5310024700447266,-0.048914970265504926,-1.1963096516195124,0.6810024700447266,-0.048914970265504926,-1.1963096516195124,-0.06899752995527342,-0.24891497026550494,-1.1963096516195124,0.5310024700447266,-0.24891497026550494,-1.1963096516195124,0.23100247004472657,-0.24891497026550494,-1.1963096516195124,-0.06899752995527342,-0.24891497026550494,-1.1963096516195124,-0.16899752995527342
0.14923629152123552,-1.1932411059482968,0.5312365435824484,0.23199934968670902,-1.204905840258086,0.2709015408050546,0.20326755036781766,-1.0235113051351592,0.4061394511325982,0.2364001871693159,-1.015080626495872,0.5008374553874753,-0.05076370847876449,-1.1932411059482968,0.5312365435824484,-0.05076370847876449,-1.1932411059482968,0.6812365435824485,-0.05076370847876449,-1.1932411059482968,-0.06876345641755155,-0.2507637084787645,-1.1932411059482968,0.5312365435824484,-0.2507637084787645,-1.1932411059482968,0.23123654358244844,-0.2507637084787645,-1.1932411059482968,-0.06876345641755155,-0.2507637084787645,-1.1932411059482968,-0.16876345641755156
0.13299157188018437,-1.1509217128551565,0.5464210137859862,0.243242132063444,-1.140357330417512,0.2929847577440594,0.16604501993569268,-0.9465924132663328,0.39158962590596313,0.13082560729529194,-0.9497677940668274,0.4870963259876233,-0.06700842811981564,-1.1509217128551565,0.5464210137859862,-0.06700842811981564,-1.1509217128551565,0.6964210137859862,-0.06700842811981564,-1.1509217128551565,-0.0535789862140138,-0.2670084281198156,-1.1509217128551565,0.5464210137859862,-0.2670084281198156,-1.1509217128551565,0.2464210137859862,-0.2670084281198156,-1.1509217128551565,-0.0535789862140138,-0.2670084281198156,-1.1509217128551565,-0.1535789862140138
0.09099957556050688,-1.080098469567014,0.5601412624890609,0.2211334518649658,-1.021939804783911,0.3264036766797238,0.07609553135490947,-0.8473918028144505,0.30094179609652694,0.021807762118615782,-0.7841552082056016,0.35765459773705277,-0.10900042443949313,-1.080098469567014,0.5601412624890609,-0.10900042443949313,-1.080098469567014,0.710141262489061,-0.10900042443949313,-1.080098469567014,-0.039858737510939046,-0.30900042443949316,-1.080098469567014,0.5601412624890609,-0.30900042443949316,-1.080098469567014,0.26014126248906094,-0.30900042443949316,-1.080098469567014,-0.039858737510939046,-0.30900042443949316,-1.080098469567014,-0.13985873751093905
0.06662743040875438,-1.0185813751061035,0.5204287422241904,0.0957304211593379,-0.9172691951968879,0.2703224119038061,-0.029829228566037157,-0.7536296171230459,0.17697779438013927,-0.10285907522185873,-0.6867413814727978,0.16353946947948583,-0.13337256959124563,-1.0185813751061035,0.5204287422241904,-0.13337256959124563,-1.0185813751061035,0.6704287422241905,-0.13337256959124563,-1.0185813751061035,-0.07957125777580953,-0.3333725695912456,-1.0185813751061035,0.5204287422241904,-0.3333725695912456,-1.0185813751061035,0.22042874222419045,-0.3333725695912456,-1.0185813751061035,-0.07957125777580953,-0.3333725695912456,-1.0185813751061035,-0.17957125777580954
0.03311820573381245,-0.9767855534236796,0.4598832277310232,0.03470457488587514,-0.8386994473731,0.20694237720744046,-0.08035750163548157,-0.6970989576601083,0.05042851992437214,-0.13327499769856077,-0.6278268026993703,-0.010082496125302987,-0.16688179426618754,-0.9767855534236796,0.4598832277310232,-0.16688179426618754,-0.9767855534236796,0.6098832277310232,-0.16688179426618754,-0.9767855534236796,-0.14011677226897679,-0.36688179426618756,-0.9767855534236796,0.4598832277310232,-0.36688179426618756,-0.9767855534236796,0.1598832277310232,-0.36688179426618756,-0.9767855534236796,-0.14011677226897679,-0.36688179426618756,-0.9767855534236796,-0.2401167722689768
0.023568863976685877,-0.9653697705052249,0.44241910206706736,0.013212550260571217,-0.8276542616081353,0.19598128433773865,-0.07591225253814146,-0.7054078319741721,0.015312280412441925,-0.12603268380847624,-0.6347712877725171,-0.04229777755940578,-0.17643113602331414,-0.9653697705052249,0.44241910206706736,-0.17643113602331414,-0.9653697705052249,0.5924191020670674,-0.17643113602331414,-0.9653697705052249,-0.15758089793293262,-0.37643113602331413,-0.9653697705052249,0.44241910206706736,-0.37643113602331413,-0.9653697705052249,0.14241910206706737,-0.37643113602331413,-0.9653697705052249,-0.15758089793293262,-0.37643113602331413,-0.9653697705052249,-0.2575808979329326
0.02782276171219168,-0.977776300836894,0.43602295618056663,0.01190302855359002,-0.8236635215769235,0.19310415018531557,-0.07266370148409677,-0.7024167923614584,0.003606215180484984,-0.12793515545626633,-0.6263900657051646,-0.04559392971883702,-0.17217723828780834,-0.977776300836894,0.43602295618056663,-0.17217723828780834,-0.977776300836894,0.5860229561805667,-0.17217723828780834,-0.977776300836894,-0.16397704381943334,-0.37217723828780835,-0.977776300836894,0.43602295618056663,-0.37217723828780835,-0.977776300836894,0.13602295618056665,-0.37217723828780835,-0.977776300836894,-0.16397704381943334,-0.37217723828780835,-0.977776300836894,-0.2639770438194333
0.03269419131699258,-0.9766107193595723,0.42728763037375006,0.006601369680236297,-0.8167705268757688,0.1845772964521153,-0.06852168455384396,-0.6956907001370789,-0.01274492762140067,-0.13059456243314374,-0.6183951567259172,-0.05416985299732646,-0.16730580868300743,-0.9766107193595723,0.42728763037375006,-0.16730580868300743,-0.9766107193595723,0.5772876303737501,-0.16730580868300743,-0.9766107193595723,-0.17271236962624992,-0.36730580868300744,-0.9766107193595723,0.42728763037375006,-0.36730580868300744,-0.9766107193595723,0.12728763037375007,-0.36730580868300744,-0.9766107193595723,-0.17271236962624992,-0.36730580868300744,-0.9766107193595723,-0.2727123696262499
