right_shoulderx,right_shouldery,right_shoulderz,right_elbowx,right_elbowy,right_elbowz,right_wristx,right_wristy,right_wristz,right_palmx,right_palmy,right_palmz,neckx,necky,neckz,headx,heady,headz,torsox,torsoy,torsoz,left_shoulderx,left_shouldery,left_shoulderz,left_elbowx,left_elbowy,left_elbowz,left_wristx,left_wristy,left_wristz,left_palmx,left_palmy,left_palmz
0.10293091087325336,-1.0906947204648259,0.5520467130574611,0.19984640850300203,-1.1022308237966278,0.2915824381527493,0.15423311848462476,-0.9038193824616567,0.4028715225347578,0.14787053572869133,-0.8828137516273911,0.5029132448706305,-0.09706908912674665,-1.0906947204648259,0.5520467130574611,-0.09706908912674665,-1.0906947204648259,0.6020467130574612,-0.09706908912674665,-1.0906947204648259,-0.047953286942538864,-0.2970690891267467,-1.0906947204648259,0.5520467130574611,-0.2970690891267467,-1.0906947204648259,0.2520467130574611,-0.2970690891267467,-1.0906947204648259,-0.047953286942538864,-0.2970690891267467,-1.0906947204648259,-0.14795328694253887
0.10253489891319344,-1.0864841980847848,0.5537627503781586,0.20108719609939926,-1.098571619479395,0.2937837878732894,0.15624949443494474,-0.8975909478250195,0.40095292340515176,0.1436864820361564,-0.8847403854121523,0.5018389623280106,-0.09746510108680657,-1.0864841980847848,0.5537627503781586,-0.09746510108680657,-1.0864841980847848,0.6037627503781586,-0.09746510108680657,-1.0864841980847848,-0.04623724962184139,-0.29746510108680657,-1.0864841980847848,0.5537627503781586,-0.29746510108680657,-1.0864841980847848,0.2537627503781586,-0.29746510108680657,-1.0864841980847848,-0.04623724962184139,-0.29746510108680657,-1.0864841980847848,-0.1462372496218414
0.09996908117574792,-1.0733760434181554,0.5560779234237493,0.20238523628037955,-1.081132582790718,0.2976842459064324,0.15328709265015586,-0.8806691154654633,0.4035207680530756,0.13080423857238177,-0.8735678069350543,0.5031564866716051,-0.1000309188242521,-1.0733760434181554,0.5560779234237493,-0.1000309188242521,-1.0733760434181554,0.6060779234237493,-0.1000309188242521,-1.0733760434181554,-0.04392207657625069,-0.3000309188242521,-1.0733760434181554,0.5560779234237493,-0.3000309188242521,-1.0733760434181554,0.2560779234237493,-0.3000309188242521,-1.0733760434181554,-0.04392207657625069,-0.3000309188242521,-1.0733760434181554,-0.1439220765762507
0.08493721868321737,-1.0288826439509198,0.5606100196365371,0.18722637504822331,-0.9630082677467173,0.30700314245293203,0.08784581136085291,-0.7623789146953206,0.3771678852124807,0.03792920417325449,-0.7647436743569456,0.46788889873328965,-0.11506278131678264,-1.0288826439509198,0.5606100196365371,-0.11506278131678264,-1.0288826439509198,0.6106100196365372,-0.11506278131678264,-1.0288826439509198,-0.03938998036346286,-0.31506278131678267,-1.0288826439509198,0.5606100196365371,-0.31506278131678267,-1.0288826439509198,0.2606100196365371,-0.31506278131678267,-1.0288826439509198,-0.03938998036346286,-0.31506278131678267,-1.0288826439509198,-0.13938998036346287
0.000545321165025741,-0.9183424362645176,0.5534951228809201,0.08428529567540619,-0.8144108764988411,0.3215674944411915,-0.06900567549117836,-0.654259136969354,0.29555820250193887,-0.10298402652971593,-0.571161026578936,0.3361644928221911,-0.19945467883497428,-0.9183424362645176,0.5534951228809201,-0.19945467883497428,-0.9183424362645176,0.6034951228809201,-0.19945467883497428,-0.9183424362645176,-0.04650487711907991,-0.3994546788349743,-0.9183424362645176,0.5534951228809201,-0.3994546788349743,-0.9183424362645176,0.2534951228809201,-0.3994546788349743,-0.9183424362645176,-0.04650487711907991,-0.3994546788349743,-0.9183424362645176,-0.14650487711907992
-0.06693475945571976,-0.8396656730962138,0.48385476150793894,-0.03293749926293606,-0.6591555508382805,0.25175976893100893,-0.18949991494898147,-0.4887354949507962,0.16571570883098852,-0.2674507845278247,-0.4132007807430326,0.15588147474507763,-0.26693475945571976,-0.8396656730962138,0.48385476150793894,-0.26693475945571976,-0.8396656730962138,0.533854761507939,-0.26693475945571976,-0.8396656730962138,-0.11614523849206104,-0.4669347594557198,-0.8396656730962138,0.48385476150793894,-0.4669347594557198,-0.8396656730962138,0.18385476150793895,-0.4669347594557198,-0.8396656730962138,-0.11614523849206104,-0.4669347594557198,-0.8396656730962138,-0.21614523849206105
-0.1200969705719485,-0.7759670622266943,0.4184522566241785,-0.13866518303103656,-0.5981375598810341,0.18590116582619354,-0.2591190069251716,-0.41869438506866336,0.07116604867348308,-0.3126788113849561,-0.3439019609061346,0.01455761247570897,-0.3200969705719485,-0.7759670622266943,0.4184522566241785,-0.3200969705719485,-0.7759670622266943,0.4684522566241785,-0.3200969705719485,-0.7759670622266943,-0.18154774337582147,-0.5200969705719485,-0.7759670622266943,0.4184522566241785,-0.5200969705719485,-0.7759670622266943,0.11845225662417852,-0.5200969705719485,-0.7759670622266943,-0.18154774337582147,-0.5200969705719485,-0.7759670622266943,-0.28154774337582145
-0.12931717178727561,-0.7646143086706352,0.38820817727156376,-0.15913023882481966,-0.5972540246705274,0.15894755112928038,-0.2792699134403429,-0.4224760405165336,0.050786291513313264,-0.31899258326254404,-0.3445548873642141,-0.007482093906125531,-0.3293171717872756,-0.7646143086706352,0.38820817727156376,-0.3293171717872756,-0.7646143086706352,0.43820817727156375,-0.3293171717872756,-0.7646143086706352,-0.21179182272843622,-0.5293171717872756,-0.7646143086706352,0.38820817727156376,-0.5293171717872756,-0.7646143086706352,0.08820817727156377,-0.5293171717872756,-0.7646143086706352,-0.21179182272843622,-0.5293171717872756,-0.7646143086706352,-0.3117918227284362
-0.13289412427874367,-0.7643067741453093,0.38930944314183447,-0.16097748096390194,-0.5958624413613209,0.16180557918131178,-0.2792051031968588,-0.42499108714985395,0.04721820365322471,-0.31936669418382235,-0.34723462013826806,-0.010338435687025527,-0.33289412427874365,-0.7643067741453093,0.38930944314183447,-0.33289412427874365,-0.7643067741453093,0.43930944314183445,-0.33289412427874365,-0.7643067741453093,-0.2106905568581655,-0.5328941242787437,-0.7643067741453093,0.38930944314183447,-0.5328941242787437,-0.7643067741453093,0.08930944314183448,-0.5328941242787437,-0.7643067741453093,-0.2106905568581655,-0.5328941242787437,-0.7643067741453093,-0.3106905568581655
-0.1305341097262409,-0.7600125321295139,0.3894932799393004,-0.1597670319631269,-0.5919154520241567,0.16279413638821139,-0.27641337028261215,-0.4234343621300422,0.04437532315845827,-0.32009817476100616,-0.34678869928805006,-0.011592462894014055,-0.3305341097262409,-0.7600125321295139,0.3894932799393004,-0.3305341097262409,-0.7600125321295139,0.4394932799393004,-0.3305341097262409,-0.7600125321295139,-0.2105067200606996,-0.5305341097262409,-0.7600125321295139,0.3894932799393004,-0.5305341097262409,-0.7600125321295139,0.0894932799393004,-0.5305341097262409,-0.7600125321295139,-0.2105067200606996,-0.5305341097262409,-0.7600125321295139,-0.31050672006069957
